soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,max_anomaly_detected,label
73.3,7.83,79.73,6.12,98.09,0.0,0.0,66.02,39.48,LOW_TEMP_ALERT
85.4,17.88,52.1,12.93,57.22,0.0,0.0,21.36,31.01,FUNGI_ALERT_EXCESS_WATER
52.74,13.93,54.03,10.74,58.36,157285.8,5.0,54.87,33.76,LOW_TEMP_ALERT
91.0,24.01,83.17,22.01,99.77,157285.8,6.04,38.38,28.65,FUNGI_ALERT_EXCESS_WATER
67.94,16.99,33.29,16.9,26.48,157285.8,4.14,63.89,33.34,OK
65.73,27.35,54.5,24.34,53.66,51285.65,1.77,54.24,31.25,EXCESS_WATER
68.4,17.58,43.25,16.56,52.52,157285.8,6.41,85.9,30.91,WATER
16.6,18.28,76.52,18.07,80.27,157285.8,4.85,51.04,32.76,WATER
29.7,7.81,38.93,5.79,39.36,0.0,0.0,60.8,31.19,NOT_ABLE_TO_WATER
81.33,27.75,23.38,27.79,16.28,157285.8,4.17,87.25,24.0,OK
76.91,8.87,91.84,8.31,92.94,157285.8,0.03,74.0,28.75,LOW_TEMP_ALERT
75.72,42.65,20.55,41.76,32.04,0.0,0.0,68.1,31.02,HYDRIC_STRESS_ALERT
22.48,28.28,51.77,27.2,51.53,128263.76,4.04,16.45,33.78,WATER
87.75,39.18,42.58,37.86,43.6,157285.8,4.95,79.97,27.41,VENTILATE
76.42,16.6,36.18,16.99,29.25,0.0,0.0,72.52,25.03,NIGHT_OK
61.96,25.19,54.97,23.27,50.7,8833.45,0.28,57.7,31.72,LOW_LIGHT
41.13,21.87,53.37,20.1,68.17,157285.8,5.33,40.21,28.53,OK
66.17,31.77,29.53,34.81,41.17,48129.23,0.04,66.11,34.02,OK
75.98,19.46,89.65,15.31,89.68,17068.01,0.2,63.82,29.35,FUNGI_ALERT_EXCESS_WATER
92.94,37.59,64.4,36.91,74.1,0.0,0.0,58.93,30.2,FUNGI_ALERT_EXCESS_WATER
52.1,8.02,28.75,1.97,27.11,0.0,0.0,48.15,30.38,LOW_TEMP_ALERT
63.92,14.84,33.73,14.61,41.8,0.0,0.0,52.37,33.51,FUNGI_ALERT_EXCESS_WATER
20.94,30.1,70.16,31.45,75.5,85059.96,3.67,19.69,30.47,WATER
73.75,43.65,81.51,40.6,nan,0.0,0.0,73.99,32.92,INSUFFICIENT_DATA
57.08,11.72,38.71,8.83,43.13,107265.49,4.25,54.15,34.73,LOW_TEMP_ALERT
94.76,29.56,75.54,29.56,73.61,157285.8,4.82,19.31,32.46,FUNGI_ALERT_EXCESS_WATER
98.05,20.45,68.67,17.57,84.38,0.0,0.0,15.71,25.87,FUNGI_ALERT_EXCESS_WATER
18.4,10.02,66.75,8.04,75.16,0.0,0.0,17.34,34.19,NOT_ABLE_TO_WATER
47.31,11.91,70.16,8.68,87.1,0.0,0.0,51.05,45.25,LOW_TEMP_ALERT
75.38,24.41,89.87,22.37,96.23,0.0,0.0,75.37,27.79,NIGHT_OK
94.09,24.89,68.01,24.01,64.05,157285.8,4.81,11.66,27.5,EXCESS_WATER
68.81,10.26,55.48,11.32,56.34,157285.8,4.89,66.5,31.3,LOW_TEMP_ALERT
71.06,44.04,87.42,41.12,100.0,0.0,0.0,71.35,29.88,NOT_ABLE_TO_VENTILATE
85.49,9.77,44.43,8.67,51.65,0.0,0.0,83.8,30.43,LOW_TEMP_ALERT
34.01,22.24,86.59,21.32,100.0,157285.8,6.03,28.18,30.73,WATER
11.57,42.2,16.28,39.56,22.56,0.0,0.0,22.92,31.9,NOT_ABLE_TO_WATER
31.68,10.38,54.48,6.57,58.93,157285.8,5.52,27.82,32.56,WATER
52.72,7.37,17.95,10.7,22.27,0.0,0.0,61.09,28.13,LOW_TEMP_ALERT
16.76,8.78,61.12,9.12,57.91,157285.8,5.87,20.61,30.36,WATER
19.0,6.73,56.63,6.6,73.8,157285.8,4.92,18.74,29.98,WATER
60.76,24.95,41.98,22.75,60.81,96042.83,3.54,27.2,32.53,EXCESS_WATER
34.7,16.46,57.95,13.42,55.49,20832.71,1.41,32.87,25.31,NOT_ABLE_TO_WATER
84.65,8.73,40.02,5.02,31.86,157285.8,4.5,80.17,30.76,LOW_TEMP_ALERT
34.54,35.0,82.84,35.22,100.0,52604.73,0.08,86.01,32.25,NOT_ABLE_TO_WATER
15.65,38.37,39.63,40.04,40.49,5769.94,0.53,12.32,31.24,NOT_ABLE_TO_WATER
52.09,21.56,52.19,20.8,70.19,157285.8,4.63,56.43,28.04,OK
19.53,30.8,19.96,29.64,29.52,0.0,0.0,88.87,30.85,NOT_ABLE_TO_WATER
58.09,34.18,85.6,35.95,73.3,0.0,0.0,52.41,33.89,NIGHT_OK
88.49,21.89,43.78,19.68,52.86,554.91,0.0,84.29,28.77,LOW_LIGHT
37.87,26.45,52.73,24.01,46.57,157285.8,5.45,38.93,31.84,WATER
84.44,43.76,80.39,43.37,86.9,157285.8,6.24,47.17,35.53,FUNGI_ALERT_EXCESS_WATER
81.86,10.52,25.2,11.92,35.17,0.0,0.0,72.71,29.9,LOW_TEMP_ALERT
39.05,38.48,52.94,36.33,51.71,562.4,0.0,37.86,25.74,NOT_ABLE_TO_WATER
71.09,11.58,75.58,9.06,76.69,78212.28,2.43,72.19,34.24,LOW_TEMP_ALERT
43.15,31.16,31.09,29.64,33.46,0.0,0.0,76.75,34.44,NOT_ABLE_TO_WATER
36.02,34.1,24.42,32.79,35.67,35877.32,1.65,32.42,33.52,NOT_ABLE_TO_WATER
49.01,33.52,57.19,31.39,51.85,0.0,0.0,43.92,31.55,NIGHT_OK
7.51,14.41,49.53,8.84,47.79,0.0,0.0,22.96,32.94,NOT_ABLE_TO_WATER
48.47,38.75,63.74,36.1,71.55,483.75,0.08,44.02,28.92,NOT_ABLE_TO_VENTILATE
18.74,28.86,16.89,24.26,19.17,nan,4.17,58.98,30.21,INSUFFICIENT_DATA
43.59,40.7,78.01,38.82,68.79,0.0,0.0,88.79,28.29,NOT_ABLE_TO_WATER
88.64,42.94,59.65,41.62,66.37,15880.56,0.39,92.34,32.87,NOT_ABLE_TO_VENTILATE
65.73,20.23,73.59,16.19,67.43,37320.12,1.66,61.55,41.25,ANOMALY_DETECTED
18.85,21.44,74.37,17.52,85.29,157285.8,0.04,87.64,30.71,NOT_ABLE_TO_WATER
96.0,28.8,31.87,28.42,38.78,0.0,0.0,46.08,26.92,FUNGI_ALERT_EXCESS_WATER
59.9,41.15,43.49,39.26,46.35,0.0,0.0,78.78,32.05,NOT_ABLE_TO_WATER
22.77,11.09,54.83,13.98,61.57,3044.57,0.48,65.33,27.44,NOT_ABLE_TO_WATER
81.92,41.92,21.79,39.02,1.97,0.0,0.0,20.53,41.62,FUNGI_ALERT_EXCESS_WATER
84.32,35.09,52.04,35.05,66.67,147054.39,5.23,87.08,28.82,OK
58.31,17.38,17.35,12.81,17.62,157285.8,5.12,58.07,27.88,LOW_TEMP_ALERT
25.47,15.53,17.12,14.34,15.83,80854.09,2.67,23.17,25.33,WATER
24.57,33.31,19.97,32.28,42.3,0.0,0.0,31.31,27.29,NOT_ABLE_TO_WATER
49.17,10.27,27.0,12.02,23.39,157285.8,5.49,55.56,30.85,LOW_TEMP_ALERT
20.01,44.3,56.26,45.78,63.3,7562.83,0.0,19.45,24.9,NOT_ABLE_TO_WATER
91.62,14.64,69.92,11.19,71.16,15884.18,1.48,93.84,26.02,LOW_TEMP_ALERT
81.69,40.68,70.86,37.53,71.44,157285.8,4.31,79.59,37.49,ANOMALY_DETECTED
46.86,32.86,69.29,31.81,63.71,157285.8,4.89,45.17,26.39,OK
89.95,36.0,36.03,34.2,23.36,48955.68,0.04,76.99,31.23,EXCESS_WATER
4.34,24.18,88.64,22.28,94.53,0.0,0.0,75.22,24.0,NOT_ABLE_TO_WATER
41.43,34.8,66.58,32.48,75.99,157285.8,4.42,38.42,27.83,OK
74.65,31.13,26.1,32.45,46.5,107150.14,4.23,77.55,41.75,ANOMALY_DETECTED
26.39,27.49,60.37,25.73,68.68,0.0,0.0,45.02,33.63,NOT_ABLE_TO_WATER
85.98,16.23,93.84,13.76,100.0,849.59,0.12,80.38,28.73,LOW_TEMP_ALERT
55.61,11.39,44.37,9.53,33.43,0.0,0.0,29.62,27.25,FUNGI_ALERT_EXCESS_WATER
19.11,7.91,62.37,5.61,59.28,157285.8,5.02,13.25,24.0,WATER
79.95,18.14,61.9,15.54,67.24,25393.01,0.33,90.31,27.93,OK
26.04,31.53,31.68,29.9,22.1,0.0,0.0,27.61,31.03,NOT_ABLE_TO_WATER
8.37,29.68,27.37,27.61,26.81,0.0,0.0,14.53,34.01,NOT_ABLE_TO_WATER
72.3,28.68,58.41,24.8,42.87,0.0,0.0,78.41,27.09,NIGHT_OK
60.99,21.04,31.36,20.83,26.06,157285.8,4.8,59.65,25.56,OK
48.65,19.15,91.25,19.93,85.24,157285.8,4.16,51.61,36.77,OK
33.46,19.59,73.68,14.87,72.14,157285.8,5.09,31.12,34.0,WATER
60.08,11.8,22.13,11.92,35.5,0.0,0.0,64.4,37.3,LOW_TEMP_ALERT
30.24,22.22,19.97,19.38,21.6,1354.31,0.09,36.36,26.29,NOT_ABLE_TO_WATER
18.76,8.64,51.0,5.8,57.24,12224.26,0.41,19.18,33.31,NOT_ABLE_TO_WATER
79.77,41.87,21.15,39.27,20.29,157285.8,6.55,32.63,28.73,EXCESS_WATER
52.04,13.11,56.85,8.47,60.4,130770.43,4.13,57.08,34.98,LOW_TEMP_ALERT
23.91,31.27,73.62,24.85,77.24,0.0,0.0,39.3,30.8,NOT_ABLE_TO_WATER
18.09,41.76,38.24,40.86,45.98,157285.8,5.85,57.48,29.8,WATER
48.18,13.22,45.95,14.21,46.97,157285.8,4.95,52.2,33.22,LOW_TEMP_ALERT
64.69,5.01,83.45,3.96,78.71,157285.8,4.67,68.95,32.62,LOW_TEMP_ALERT
43.74,26.02,84.37,22.98,90.01,0.0,0.0,58.67,25.97,NOT_ABLE_TO_WATER
60.6,16.45,43.97,16.04,51.79,0.0,0.0,63.36,31.11,NIGHT_OK
56.14,8.37,79.43,5.43,82.37,157285.8,5.53,55.31,24.0,LOW_TEMP_ALERT
79.92,38.11,17.43,34.64,24.5,13406.03,0.0,18.28,28.67,EXCESS_WATER
89.91,21.03,79.33,20.79,86.37,0.0,0.0,85.64,30.04,NIGHT_OK
38.23,5.08,77.35,2.63,79.78,35158.36,1.12,11.6,27.12,NOT_ABLE_TO_WATER
0.12,30.73,62.22,30.88,78.31,157285.8,4.35,19.42,31.45,WATER
29.56,12.09,86.89,9.19,93.56,0.0,0.0,77.57,31.72,NOT_ABLE_TO_WATER
81.81,41.94,72.19,39.17,80.02,157285.8,4.62,26.8,24.87,FUNGI_ALERT_EXCESS_WATER
96.86,25.28,40.8,26.98,42.44,124338.35,4.97,16.2,33.64,EXCESS_WATER
25.31,24.97,35.99,28.15,43.01,157285.8,5.65,27.55,28.91,WATER
14.08,41.12,17.09,42.95,20.09,157285.8,0.06,17.93,29.51,NOT_ABLE_TO_WATER
88.91,8.96,42.53,6.24,50.25,1789.64,0.64,11.62,30.01,EXCESS_WATER
1.69,20.36,78.45,18.85,65.67,19413.29,0.0,34.71,29.21,NOT_ABLE_TO_WATER
71.25,18.04,47.38,16.73,54.61,0.0,0.0,63.0,35.75,NIGHT_OK
11.44,44.6,48.97,43.33,68.09,9225.47,0.0,82.35,33.09,NOT_ABLE_TO_WATER
84.42,34.8,44.9,34.15,49.86,157285.8,5.81,81.32,29.87,OK
78.36,40.49,40.22,40.66,41.13,103847.16,2.94,79.91,25.6,VENTILATE
16.59,6.02,60.24,2.77,64.86,157285.8,5.85,19.14,34.45,WATER
86.82,34.96,19.61,35.15,20.27,0.0,0.0,82.22,29.25,NIGHT_OK
27.87,41.8,26.4,39.23,29.21,157285.8,5.16,26.44,28.06,WATER
66.75,15.87,59.22,13.13,62.32,6015.7,0.0,63.92,33.27,LOW_TEMP_ALERT
17.52,9.66,89.44,7.49,94.15,0.0,0.0,15.97,33.02,NOT_ABLE_TO_WATER
17.71,18.02,72.27,15.64,75.33,41647.62,1.22,17.39,33.51,NOT_ABLE_TO_WATER
52.53,10.99,32.72,6.82,40.49,157285.8,4.81,59.41,24.0,LOW_TEMP_ALERT
78.01,41.53,25.5,41.86,37.28,0.0,0.0,84.23,29.0,HYDRIC_STRESS_ALERT
8.96,34.04,70.04,33.68,73.64,19309.79,0.83,11.3,26.27,NOT_ABLE_TO_WATER
14.11,35.89,58.04,32.06,66.95,41618.18,1.53,12.86,28.66,NOT_ABLE_TO_WATER
45.79,30.61,54.44,30.67,50.9,55357.65,2.19,17.72,30.65,EXCESS_WATER
44.45,34.95,60.53,34.33,53.12,143799.02,4.77,35.88,44.25,ANOMALY_DETECTED
60.16,13.48,62.25,12.83,64.38,157285.8,4.86,59.99,28.31,LOW_TEMP_ALERT
28.55,34.57,16.04,33.35,16.9,0.0,0.0,22.19,25.67,NOT_ABLE_TO_WATER
52.36,38.44,87.69,39.26,95.97,0.0,0.0,52.33,32.91,NOT_ABLE_TO_VENTILATE
52.15,37.29,81.95,35.27,94.74,157285.8,0.09,45.86,28.66,OK
13.84,41.11,77.12,38.09,85.72,131027.18,3.8,15.89,39.96,ANOMALY_DETECTED
48.04,28.29,43.37,26.81,56.37,0.0,0.0,46.08,35.21,NIGHT_OK
89.46,20.31,87.61,21.19,90.77,33307.63,1.02,90.17,27.09,OK
32.66,37.99,22.39,36.06,33.26,0.0,0.0,43.24,38.23,NOT_ABLE_TO_WATER
33.95,44.8,27.62,44.61,32.0,0.0,0.0,34.31,39.51,NOT_ABLE_TO_WATER
nan,6.41,73.23,7.45,74.19,45327.9,1.24,64.29,30.74,INSUFFICIENT_DATA
17.82,16.96,17.94,16.04,22.45,27639.81,0.43,14.68,32.95,NOT_ABLE_TO_WATER
42.29,17.23,64.82,15.64,61.52,9454.98,0.24,77.62,29.41,NOT_ABLE_TO_WATER
60.82,30.42,83.4,30.01,98.08,128608.47,5.02,13.81,43.51,ANOMALY_DETECTED
18.85,9.11,38.71,4.9,52.59,157285.8,5.92,26.79,32.8,WATER
95.84,39.78,36.0,37.14,31.39,157285.8,4.73,68.34,35.29,EXCESS_WATER
15.89,26.01,15.88,24.01,23.46,157285.8,5.17,11.31,24.0,WATER
48.09,44.62,21.0,47.41,14.44,10576.77,0.45,50.89,27.52,HYDRIC_STRESS_ALERT
56.31,32.39,69.06,31.97,64.16,157285.8,5.58,54.82,24.0,OK
68.62,28.71,28.53,25.14,37.17,157285.8,4.08,68.23,27.95,OK
62.57,24.77,84.09,25.6,92.26,7885.34,0.0,63.81,34.33,LOW_LIGHT
82.61,42.34,38.47,41.94,36.36,0.0,0.0,80.03,41.56,NOT_ABLE_TO_VENTILATE
17.0,21.64,92.2,18.98,87.95,157285.8,5.12,17.96,30.0,WATER
0.11,20.27,59.68,17.8,56.32,0.0,0.0,62.45,32.05,NOT_ABLE_TO_WATER
70.61,15.87,58.91,17.46,56.68,157285.8,5.23,60.77,28.55,OK
90.2,42.19,34.36,38.22,40.28,4303.62,0.03,19.83,31.46,EXCESS_WATER
67.7,40.41,29.11,35.05,28.27,0.0,0.0,17.06,24.0,FUNGI_ALERT_EXCESS_WATER
24.1,29.24,59.92,23.19,83.09,0.0,0.0,24.76,30.72,NOT_ABLE_TO_WATER
53.68,35.65,56.15,36.6,71.52,49739.48,1.9,54.09,38.18,ANOMALY_DETECTED
89.15,39.19,50.18,37.73,59.11,157285.8,5.12,19.08,27.71,EXCESS_WATER
27.06,14.64,34.54,12.42,38.66,157285.8,4.45,25.46,28.31,WATER
20.82,15.06,84.36,10.47,80.67,0.0,0.0,20.87,27.67,NOT_ABLE_TO_WATER
56.62,39.04,50.87,35.13,62.41,0.0,0.0,92.17,31.06,NOT_ABLE_TO_WATER
38.11,9.45,60.9,6.3,61.86,0.0,0.0,42.61,32.73,NOT_ABLE_TO_WATER
39.05,15.41,41.44,12.92,49.09,0.0,0.0,50.6,24.0,NOT_ABLE_TO_WATER
45.1,30.75,16.45,28.01,29.58,0.0,0.0,45.43,24.0,NIGHT_OK
62.5,8.61,67.14,7.57,80.57,0.0,0.0,10.7,44.97,FUNGI_ALERT_EXCESS_WATER
36.38,5.49,46.73,3.69,54.9,0.0,0.0,32.57,24.6,NOT_ABLE_TO_WATER
24.18,41.77,42.05,41.43,38.84,14015.58,0.34,51.0,30.16,NOT_ABLE_TO_WATER
99.67,8.91,74.11,5.94,68.6,157285.8,4.95,63.47,30.99,FUNGI_ALERT_EXCESS_WATER
51.2,18.61,84.8,18.02,100.0,150.95,0.73,37.37,34.8,FUNGI_ALERT_EXCESS_WATER
87.1,43.36,72.8,38.38,96.43,0.0,0.0,57.0,26.48,FUNGI_ALERT_EXCESS_WATER
90.4,31.19,83.06,32.4,80.03,0.0,0.0,87.4,27.92,NIGHT_OK
68.19,21.99,71.26,18.61,70.22,52029.6,2.13,69.62,30.81,OK
41.58,7.51,30.38,5.02,43.0,126977.1,3.6,39.76,24.0,LOW_TEMP_ALERT
95.6,29.66,33.6,28.32,41.28,0.0,0.0,94.64,31.86,NIGHT_OK
69.32,15.93,81.63,14.09,100.0,157285.8,5.15,68.79,31.64,LOW_TEMP_ALERT
14.35,23.27,71.43,22.52,68.46,11840.8,0.01,21.13,37.01,ANOMALY_DETECTED
44.32,31.02,93.25,30.34,85.37,0.0,0.0,69.1,31.27,NOT_ABLE_TO_WATER
3.17,35.17,90.05,33.56,94.03,157285.8,4.74,38.03,27.49,WATER
56.9,12.0,83.0,11.18,83.35,0.0,0.0,49.1,29.36,LOW_TEMP_ALERT
80.15,16.22,16.11,14.1,28.2,0.0,0.0,86.95,27.7,LOW_TEMP_ALERT
32.45,15.87,57.05,11.03,56.04,0.0,0.0,39.55,24.0,NOT_ABLE_TO_WATER
16.39,29.08,54.29,29.74,64.97,2462.88,0.0,13.01,24.72,NOT_ABLE_TO_WATER
72.72,23.92,81.92,18.77,91.71,0.0,0.0,79.02,28.38,NIGHT_OK
25.84,32.28,30.34,27.08,41.55,123259.25,3.72,23.0,28.98,WATER
62.54,10.01,88.1,10.11,97.11,6686.44,0.21,77.23,27.25,NOT_ABLE_TO_WATER
10.14,9.22,65.17,7.59,74.74,0.0,0.0,11.96,31.26,NOT_ABLE_TO_WATER
56.46,29.64,55.51,26.7,68.37,21647.21,1.06,56.85,24.0,OK
14.44,36.52,89.17,35.52,95.07,157285.8,6.08,84.86,30.46,WATER
66.6,36.09,32.51,35.74,40.94,37829.26,1.31,14.12,30.28,EXCESS_WATER
82.13,25.92,18.99,24.74,4.56,0.0,0.0,82.1,28.22,NIGHT_OK
64.8,29.92,83.88,31.8,88.14,85340.78,2.44,77.1,36.36,WATER
93.41,35.71,89.23,36.6,93.96,157285.8,6.23,62.18,29.54,FUNGI_ALERT_EXCESS_WATER
25.98,18.39,49.53,18.45,45.21,0.0,0.0,28.82,25.77,NOT_ABLE_TO_WATER
58.2,12.06,68.73,10.19,73.93,0.0,0.0,58.79,30.64,LOW_TEMP_ALERT
28.3,12.62,53.07,9.34,66.59,157285.8,4.77,28.06,33.27,WATER
71.11,11.75,56.42,8.3,65.39,5083.51,0.35,68.41,37.55,ANOMALY_DETECTED
44.71,22.78,52.23,20.48,51.76,0.0,0.0,39.36,29.59,NIGHT_OK
43.94,7.13,60.17,6.42,69.25,44882.68,0.9,43.48,27.02,LOW_TEMP_ALERT
31.74,32.43,26.9,30.58,44.25,0.0,0.0,28.67,33.72,NOT_ABLE_TO_WATER
34.63,5.31,74.37,2.98,76.67,9992.74,1.0,32.44,32.39,NOT_ABLE_TO_WATER
87.84,20.48,57.26,19.32,54.23,157285.8,0.07,90.75,32.58,OK
14.12,16.43,54.12,16.03,51.84,9183.81,0.0,21.37,41.34,ANOMALY_DETECTED
77.32,39.57,27.98,41.93,32.0,135738.18,3.83,83.42,34.02,HYDRIC_STRESS_ALERT
33.1,39.1,32.81,38.56,37.68,10909.09,0.0,27.43,30.76,NOT_ABLE_TO_WATER
64.19,6.41,60.82,4.66,71.19,157285.8,5.31,53.56,24.0,EXCESS_WATER
45.26,37.65,59.88,38.31,58.68,119809.0,4.03,21.47,32.26,EXCESS_WATER
41.78,27.32,67.95,25.58,69.97,157285.8,5.1,40.98,31.1,OK
74.63,29.92,62.33,26.5,66.59,0.0,0.0,83.15,36.75,NIGHT_OK
15.88,10.75,32.26,10.8,46.0,157285.8,5.44,61.18,33.29,WATER
75.51,26.48,73.17,26.02,81.32,0.0,0.0,82.42,28.37,NIGHT_OK
74.87,19.04,71.59,23.82,82.7,0.0,0.0,76.66,30.17,NIGHT_OK
31.66,19.2,17.61,18.62,25.27,157285.8,5.22,57.86,31.68,WATER
41.29,24.18,20.63,21.0,20.76,157285.8,5.56,40.41,31.95,OK
11.02,29.68,58.5,28.4,64.49,0.0,0.0,94.14,26.58,NOT_ABLE_TO_WATER
70.3,42.83,93.25,39.77,100.0,0.0,0.0,60.76,31.6,NOT_ABLE_TO_VENTILATE
29.09,6.52,50.97,5.81,46.1,0.0,0.0,30.39,36.91,NOT_ABLE_TO_WATER
95.25,12.85,67.19,11.54,76.78,0.0,0.0,93.87,43.37,LOW_TEMP_ALERT
25.37,16.9,85.51,16.17,91.63,79352.76,2.68,25.95,29.09,WATER
2.23,9.93,31.33,10.07,38.16,4464.87,0.95,54.11,35.13,NOT_ABLE_TO_WATER
91.17,17.19,65.14,14.07,59.57,0.0,0.0,69.6,26.84,FUNGI_ALERT_EXCESS_WATER
78.69,24.15,64.36,19.25,71.02,8156.59,0.14,77.53,27.11,LOW_LIGHT
57.7,16.37,73.71,17.52,74.65,4706.09,0.96,72.03,32.58,NOT_ABLE_TO_WATER
34.35,30.23,41.98,30.11,42.17,0.0,0.0,37.8,33.25,NOT_ABLE_TO_WATER
68.42,24.17,82.0,21.55,84.26,139120.2,0.13,75.28,30.9,OK
22.26,15.04,68.27,10.91,73.78,49488.26,1.63,16.12,30.95,NOT_ABLE_TO_WATER
45.98,31.69,21.59,30.68,28.6,157285.8,4.98,43.82,29.64,OK
86.55,35.94,57.71,34.44,64.41,2808.36,0.0,90.85,30.63,LOW_LIGHT
78.75,8.85,26.97,7.79,18.61,157285.8,5.91,74.25,32.7,LOW_TEMP_ALERT
61.83,32.92,87.74,31.75,90.38,0.0,0.0,50.73,27.98,FUNGI_ALERT_EXCESS_WATER
23.75,37.09,48.64,37.24,54.42,0.0,0.0,65.12,30.51,NOT_ABLE_TO_WATER
30.35,35.92,81.73,32.39,83.42,0.0,0.0,35.54,35.55,NOT_ABLE_TO_WATER
83.39,39.01,23.49,36.07,20.44,2454.13,0.7,23.09,27.92,EXCESS_WATER
57.59,41.02,18.76,35.82,38.95,0.0,0.0,14.73,45.84,FUNGI_ALERT_EXCESS_WATER
82.53,43.84,57.71,42.5,67.02,0.0,0.0,79.63,29.08,NOT_ABLE_TO_VENTILATE
37.09,25.21,59.36,22.32,66.78,157285.8,5.49,31.25,44.06,ANOMALY_DETECTED
87.93,40.38,17.79,37.64,31.99,0.0,0.0,90.61,28.16,HYDRIC_STRESS_ALERT
40.12,35.83,22.37,34.9,23.49,7825.67,1.09,56.03,26.78,NOT_ABLE_TO_WATER
20.31,14.29,23.14,13.0,36.56,157285.8,5.21,21.14,26.76,WATER
40.81,37.68,38.32,43.23,46.58,157285.8,3.78,38.04,28.21,VENTILATE
68.28,13.39,89.57,12.06,100.0,157285.8,6.47,16.74,33.28,FUNGI_ALERT_EXCESS_WATER
68.01,7.79,15.13,4.57,12.0,31495.05,0.01,66.09,31.64,LOW_TEMP_ALERT
22.97,32.23,34.35,30.25,22.85,157285.8,5.96,37.31,30.89,WATER
40.49,26.07,52.21,23.15,56.44,157285.8,0.14,40.13,33.49,OK
64.59,16.44,68.53,15.89,76.22,0.0,0.0,66.74,35.07,NIGHT_OK
31.37,25.66,93.5,23.41,93.73,49336.11,1.81,72.15,25.9,NOT_ABLE_TO_WATER
16.97,23.23,74.99,21.97,90.98,0.0,0.0,18.39,27.19,NOT_ABLE_TO_WATER
56.57,43.78,72.41,41.84,83.51,6070.9,0.33,92.39,32.48,NOT_ABLE_TO_WATER
36.11,12.47,49.75,12.04,53.93,4198.25,0.13,39.89,26.94,NOT_ABLE_TO_WATER
24.79,40.05,66.16,37.66,76.53,0.0,0.0,49.99,34.48,NOT_ABLE_TO_WATER
78.07,6.12,66.36,4.34,67.07,0.0,0.0,74.35,35.97,LOW_TEMP_ALERT
13.12,7.76,15.75,5.33,13.1,157285.8,6.07,15.46,27.87,WATER
64.45,6.27,90.95,5.26,88.23,9416.95,0.34,54.36,29.55,FUNGI_ALERT_EXCESS_WATER
90.7,29.19,52.02,28.09,54.93,157285.8,4.42,67.01,28.05,EXCESS_WATER
90.97,33.75,44.56,31.7,48.72,157285.8,4.48,61.97,27.15,EXCESS_WATER
89.95,32.08,58.88,33.8,73.19,0.0,0.0,32.1,29.3,FUNGI_ALERT_EXCESS_WATER
44.44,28.61,49.4,29.9,48.59,157285.8,5.51,35.26,29.36,OK
23.66,42.21,42.37,38.97,48.07,131998.14,5.1,26.67,29.95,WATER
9.83,41.27,70.82,36.6,74.49,0.0,0.0,90.46,31.5,NOT_ABLE_TO_WATER
58.66,43.05,58.77,43.34,56.65,0.0,0.0,42.21,24.0,FUNGI_ALERT_EXCESS_WATER
19.17,30.93,57.1,25.24,59.0,157285.8,4.09,38.86,43.26,ANOMALY_DETECTED
0.17,43.2,85.65,44.18,nan,0.0,0.0,80.89,26.3,INSUFFICIENT_DATA
9.56,9.67,27.29,6.59,12.18,157285.8,6.19,57.34,28.7,WATER
11.38,13.0,33.41,11.61,38.48,157285.8,5.54,65.23,27.43,WATER
22.56,13.14,60.81,12.96,83.54,0.0,0.0,27.56,32.68,NOT_ABLE_TO_WATER
27.07,18.7,40.99,12.06,49.81,7545.72,0.0,59.36,35.17,NOT_ABLE_TO_WATER
63.07,14.14,38.94,14.72,43.02,92522.48,3.59,46.57,30.19,EXCESS_WATER
84.57,14.33,90.8,11.22,90.8,116250.8,3.54,20.19,28.67,FUNGI_ALERT_EXCESS_WATER
79.61,22.15,36.9,16.16,39.7,50856.89,1.48,26.46,27.36,EXCESS_WATER
53.24,13.34,51.85,11.9,49.47,50340.01,2.45,53.65,25.13,LOW_TEMP_ALERT
46.27,34.65,63.26,34.37,62.46,104372.36,4.13,44.75,33.42,OK
25.37,6.51,48.63,6.41,60.66,0.0,0.0,21.53,34.02,NOT_ABLE_TO_WATER
29.37,6.27,93.49,9.27,97.59,0.0,0.0,71.42,30.22,NOT_ABLE_TO_WATER
92.19,40.98,68.48,41.26,67.25,0.0,0.0,89.76,24.32,NOT_ABLE_TO_VENTILATE
92.92,26.38,91.94,26.26,93.82,0.0,0.0,92.14,29.96,NIGHT_OK
50.88,36.81,67.5,33.5,63.12,0.0,0.0,61.96,30.49,NOT_ABLE_TO_WATER
3.09,nan,45.14,31.72,49.34,0.0,0.0,45.9,29.35,INSUFFICIENT_DATA
84.1,31.2,16.9,27.81,20.27,157285.8,5.12,92.92,29.84,OK
78.31,37.81,35.53,37.04,31.26,11198.54,0.76,79.97,31.29,NOT_ABLE_TO_VENTILATE
22.03,19.42,50.88,19.49,53.13,0.0,0.0,21.15,26.73,NOT_ABLE_TO_WATER
59.88,9.27,94.29,5.37,92.82,0.0,0.0,68.14,29.59,LOW_TEMP_ALERT
0.89,44.92,94.74,41.99,100.0,3471.77,0.01,86.76,30.62,NOT_ABLE_TO_WATER
45.94,26.84,38.51,28.88,32.17,0.0,0.0,42.19,32.15,NIGHT_OK
51.14,22.59,80.74,20.82,67.81,48285.51,0.68,51.24,25.22,OK
