soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,label
78.23,27.97,24.38,29.89,24.24,2297.49,0.05,77.67,LOW_LIGHT
79.6,43.97,78.9,44.21,68.3,7815.65,0.44,14.91,FUNGI_ALERT_EXCESS_WATER
7.57,37.99,68.75,38.31,77.77,5181.9,0.24,14.79,NOT_ABLE_TO_WATER
21.46,16.23,64.55,13.12,68.19,0.0,0.0,17.49,NOT_ABLE_TO_WATER
25.91,27.93,17.16,25.84,13.06,0.0,0.0,70.96,NOT_ABLE_TO_WATER
15.4,17.43,91.21,18.05,100.0,157285.8,5.54,13.34,WATER
69.6,25.73,84.04,26.53,94.13,157285.8,4.74,70.29,OK
76.27,42.85,35.22,38.39,41.16,12864.21,0.44,76.0,NOT_ABLE_TO_VENTILATE
18.96,16.63,87.04,15.6,94.35,157285.8,0.1,23.18,NOT_ABLE_TO_WATER
nan,14.33,88.12,13.23,87.36,0.0,0.0,76.27,INSUFFICIENT_DATA
86.6,22.96,91.03,23.23,100.0,0.0,0.0,58.42,FUNGI_ALERT_EXCESS_WATER
73.13,10.24,35.33,5.37,58.91,3438.55,0.0,73.79,LOW_TEMP_ALERT
78.46,20.13,72.58,18.44,76.69,0.0,0.0,34.71,FUNGI_ALERT_EXCESS_WATER
8.39,42.83,93.28,42.15,100.0,0.0,0.0,38.27,NOT_ABLE_TO_WATER
67.48,29.71,26.69,29.41,20.73,157285.8,5.91,44.8,EXCESS_WATER
97.14,27.83,59.12,26.3,67.2,0.0,0.0,36.9,FUNGI_ALERT_EXCESS_WATER
67.05,28.09,61.69,25.94,68.39,157285.8,5.39,19.76,EXCESS_WATER
88.66,26.6,56.91,25.18,73.9,96471.36,3.41,86.11,OK
86.38,22.42,46.87,23.52,56.85,157285.8,6.36,78.29,OK
85.72,9.59,39.19,5.64,42.67,99556.56,3.32,83.68,LOW_TEMP_ALERT
12.35,6.62,64.33,6.59,75.6,143620.15,0.01,53.26,NOT_ABLE_TO_WATER
26.21,11.9,35.04,14.29,54.83,0.0,0.0,22.5,NOT_ABLE_TO_WATER
55.38,20.7,68.49,20.99,77.65,144760.42,4.68,49.36,OK
28.32,12.78,34.52,13.84,27.65,0.0,0.0,39.55,NOT_ABLE_TO_WATER
95.41,24.09,50.23,23.0,49.6,157285.8,5.33,92.72,OK
41.26,40.7,65.98,35.94,61.79,5744.09,0.19,94.74,NOT_ABLE_TO_WATER
48.75,26.12,60.75,26.04,79.62,157285.8,4.4,87.02,WATER
78.04,37.24,42.33,36.62,33.76,3662.29,0.0,75.34,NOT_ABLE_TO_VENTILATE
78.02,38.02,86.33,38.47,82.99,84336.09,3.43,56.5,FUNGI_ALERT_EXCESS_WATER
89.12,31.51,63.95,30.82,68.46,157285.8,5.67,46.43,EXCESS_WATER
30.33,10.22,69.59,11.86,57.85,0.0,0.0,27.99,NOT_ABLE_TO_WATER
38.62,14.08,21.68,15.27,14.7,8477.12,0.0,91.49,NOT_ABLE_TO_WATER
20.74,17.18,93.49,17.19,100.0,157285.8,4.71,18.83,WATER
34.57,10.76,84.82,11.74,93.88,0.0,0.0,50.23,NOT_ABLE_TO_WATER
49.85,7.57,55.67,3.86,51.01,82035.02,3.06,47.27,LOW_TEMP_ALERT
28.93,42.72,68.56,39.17,73.15,16979.21,0.4,39.04,NOT_ABLE_TO_WATER
30.1,23.25,60.93,22.62,75.86,0.0,0.0,27.82,NOT_ABLE_TO_WATER
90.0,37.52,52.14,35.7,57.88,0.0,0.0,82.59,OK
50.64,14.44,54.81,11.47,50.69,0.0,0.0,54.07,LOW_TEMP_ALERT
62.29,39.21,67.6,35.92,63.93,5551.77,0.39,57.31,LOW_LIGHT
83.24,20.08,79.01,21.18,94.96,157285.8,5.79,88.09,OK
48.69,22.23,73.56,22.11,71.53,8191.92,0.0,46.93,LOW_LIGHT
69.78,8.11,23.03,5.1,18.42,157285.8,4.85,25.87,EXCESS_WATER
13.05,43.09,70.91,38.9,87.89,0.0,0.0,18.16,NOT_ABLE_TO_WATER
10.7,29.39,33.93,25.37,37.51,11494.79,0.63,39.11,NOT_ABLE_TO_WATER
24.29,27.76,76.78,23.88,95.7,0.0,0.0,22.73,NOT_ABLE_TO_WATER
82.22,18.28,25.69,20.14,33.22,0.0,0.0,79.51,OK
61.55,17.72,66.18,19.29,61.42,96188.48,3.63,60.2,OK
68.71,40.35,78.39,38.65,97.62,68287.22,2.32,74.27,NOT_ABLE_TO_VENTILATE
41.82,28.19,37.36,26.99,41.58,118392.15,3.9,84.35,WATER
51.36,31.02,23.07,28.89,50.44,5585.44,0.08,45.1,LOW_LIGHT
9.25,41.1,94.11,40.86,96.93,5461.8,0.39,10.06,NOT_ABLE_TO_WATER
77.69,36.17,41.71,37.02,41.95,157285.8,5.31,77.01,VENTILATE
5.55,14.18,74.09,13.06,80.8,15958.18,0.74,64.25,NOT_ABLE_TO_WATER
100.0,44.75,55.64,43.82,66.35,157285.8,5.19,93.54,VENTILATE
93.43,16.95,53.95,16.0,48.54,157285.8,4.71,95.03,OK
26.35,16.42,16.52,13.69,20.72,141460.43,4.04,37.97,WATER
47.63,13.04,37.55,13.36,46.24,23531.47,0.33,13.32,EXCESS_WATER
12.45,30.51,57.63,33.11,59.81,0.0,0.0,16.87,NOT_ABLE_TO_WATER
30.51,41.04,18.67,39.42,25.51,157285.8,5.81,79.96,WATER
28.71,16.77,93.35,16.34,79.83,72359.23,1.84,54.38,NOT_ABLE_TO_WATER
27.81,22.68,63.41,24.54,63.1,4404.61,0.0,29.84,NOT_ABLE_TO_WATER
17.28,15.88,85.98,13.69,81.51,0.0,0.0,88.79,NOT_ABLE_TO_WATER
46.8,38.69,22.08,35.86,25.64,157285.8,5.81,51.65,OK
12.71,41.89,30.95,40.76,44.74,0.0,0.0,16.5,NOT_ABLE_TO_WATER
45.3,nan,78.02,33.65,87.35,88644.73,3.26,38.31,INSUFFICIENT_DATA
28.24,29.9,26.5,27.36,34.28,96176.95,3.63,30.39,WATER
24.0,43.65,38.12,45.1,62.13,29598.1,0.66,22.65,NOT_ABLE_TO_WATER
38.51,8.21,24.56,11.03,24.16,0.0,0.0,45.28,NOT_ABLE_TO_WATER
43.78,9.0,47.58,5.52,55.7,116150.13,4.16,30.12,LOW_TEMP_ALERT
24.89,33.55,41.89,33.42,48.55,0.0,0.0,30.94,NOT_ABLE_TO_WATER
95.39,31.34,34.25,28.77,36.88,27360.17,0.75,49.89,EXCESS_WATER
38.35,33.53,51.73,36.22,56.28,157285.8,5.57,45.75,WATER
30.71,25.83,45.07,25.82,52.73,0.0,0.0,26.69,NOT_ABLE_TO_WATER
41.05,nan,18.57,23.04,22.06,0.0,0.0,14.93,INSUFFICIENT_DATA
25.36,37.44,36.39,37.1,40.49,0.0,0.0,18.43,NOT_ABLE_TO_WATER
33.26,22.06,33.66,22.82,34.68,0.0,0.0,77.0,NOT_ABLE_TO_WATER
44.71,28.03,88.22,27.71,100.0,153348.33,4.7,52.07,OK
32.08,18.04,76.06,16.18,79.48,0.0,0.0,34.31,NOT_ABLE_TO_WATER
24.97,14.75,nan,15.84,44.45,0.0,0.0,82.45,INSUFFICIENT_DATA
24.42,15.45,15.41,14.78,24.13,43945.35,0.0,10.35,NOT_ABLE_TO_WATER
50.47,39.09,71.54,37.29,84.19,23504.01,0.82,52.23,NOT_ABLE_TO_VENTILATE
97.3,14.58,87.52,8.03,97.54,90057.86,3.72,53.97,FUNGI_ALERT_EXCESS_WATER
4.64,35.79,57.81,36.25,81.07,0.0,0.0,17.21,NOT_ABLE_TO_WATER
93.96,23.7,22.0,20.31,25.91,157285.8,6.13,16.71,EXCESS_WATER
26.76,17.92,91.86,16.68,100.0,0.0,0.0,52.17,NOT_ABLE_TO_WATER
8.08,nan,84.51,9.08,85.89,0.0,0.0,16.03,INSUFFICIENT_DATA
7.0,42.67,28.39,39.62,34.45,157285.8,5.85,37.76,WATER
55.08,32.46,40.73,30.92,51.33,0.0,0.0,45.25,OK
72.01,25.84,66.06,26.79,61.95,0.0,0.0,75.83,OK
5.97,31.06,50.87,31.57,56.27,157285.8,4.75,42.92,WATER
85.17,41.78,22.89,37.55,40.87,157285.8,nan,62.12,INSUFFICIENT_DATA
99.79,22.94,22.51,22.11,19.18,0.0,0.0,21.66,FUNGI_ALERT_EXCESS_WATER
92.98,8.21,82.22,10.15,87.58,0.0,0.0,86.82,LOW_TEMP_ALERT
52.15,28.58,79.29,28.2,97.49,0.0,0.0,43.31,OK
10.53,15.03,64.78,13.46,70.96,32127.29,1.05,17.03,NOT_ABLE_TO_WATER
79.4,26.48,78.96,23.26,83.15,133841.44,4.53,71.83,OK
22.73,23.56,34.75,23.17,36.1,0.0,0.0,29.89,NOT_ABLE_TO_WATER
69.45,26.4,15.28,22.57,22.62,2392.96,0.0,60.58,LOW_LIGHT
16.69,42.87,17.97,39.89,24.21,1609.6,0.0,9.74,NOT_ABLE_TO_WATER
88.52,44.28,26.35,46.48,32.02,157285.8,4.22,82.71,HYDRIC_STRESS_ALERT
38.03,13.97,58.9,9.81,61.97,8207.56,0.02,40.51,NOT_ABLE_TO_WATER
76.77,38.37,78.74,34.46,70.87,157285.8,4.47,76.23,OK
20.16,32.19,81.45,29.83,87.01,157285.8,4.95,18.36,WATER
29.63,17.06,82.76,14.79,94.12,3920.04,0.0,28.09,NOT_ABLE_TO_WATER
15.74,11.14,15.56,7.87,25.36,3308.11,0.01,74.69,NOT_ABLE_TO_WATER
39.57,10.1,30.54,7.01,28.15,41742.79,1.69,64.49,NOT_ABLE_TO_WATER
68.76,44.99,20.39,44.13,13.15,614.69,0.0,61.8,HYDRIC_STRESS_ALERT
97.22,14.29,39.71,12.6,37.45,157285.8,4.75,91.71,LOW_TEMP_ALERT
10.89,19.3,33.58,18.45,28.02,3179.71,0.54,15.4,NOT_ABLE_TO_WATER
73.56,10.48,59.55,6.38,68.18,11827.54,0.7,69.45,LOW_TEMP_ALERT
96.74,7.96,53.36,5.07,46.82,157285.8,5.14,81.21,EXCESS_WATER
23.29,8.78,92.39,9.67,98.5,45357.32,1.03,12.19,NOT_ABLE_TO_WATER
74.62,35.52,36.99,32.23,41.47,34736.02,0.9,73.17,OK
86.62,20.01,33.78,20.08,34.07,0.0,0.0,81.67,OK
59.66,34.56,57.08,30.65,70.87,8401.93,0.0,27.07,EXCESS_WATER
76.34,36.84,85.44,35.83,89.89,0.0,0.0,85.86,OK
89.68,35.17,71.94,34.58,62.79,157285.8,nan,68.31,INSUFFICIENT_DATA
55.54,28.08,70.29,25.68,79.26,0.0,0.0,64.56,OK
40.74,15.05,24.66,12.6,29.73,157285.8,4.99,42.77,LOW_TEMP_ALERT
83.76,32.45,52.75,30.23,58.44,0.0,0.0,84.04,OK
48.5,17.63,45.47,17.74,48.14,157285.8,5.56,47.77,OK
7.17,20.08,25.1,20.25,28.02,7632.47,0.11,43.42,NOT_ABLE_TO_WATER
13.75,35.47,64.86,35.43,78.86,157285.8,5.04,88.58,WATER
97.38,30.32,94.78,29.94,100.0,0.0,0.0,92.25,OK
52.05,10.06,71.55,10.72,70.88,157285.8,5.05,84.12,WATER
18.72,12.42,75.48,11.62,77.8,0.0,0.0,26.93,NOT_ABLE_TO_WATER
72.6,19.11,85.66,21.0,90.63,157285.8,6.06,67.06,OK
55.52,10.85,60.73,11.08,49.38,0.0,0.0,79.21,NOT_ABLE_TO_WATER
17.8,23.55,70.98,23.32,69.89,0.0,0.0,19.34,NOT_ABLE_TO_WATER
53.53,6.06,89.78,4.66,88.57,157285.8,5.64,78.53,WATER
80.18,21.59,65.89,21.82,65.25,157285.8,4.15,89.16,OK
85.77,23.8,73.65,20.95,80.74,0.0,0.0,61.66,FUNGI_ALERT_EXCESS_WATER
15.89,38.25,16.25,37.11,20.66,10471.49,0.55,68.55,NOT_ABLE_TO_WATER
63.45,26.72,25.08,20.09,nan,0.0,0.0,64.02,INSUFFICIENT_DATA
88.02,22.25,46.03,22.4,47.23,157285.8,5.66,63.84,EXCESS_WATER
9.35,40.07,55.32,38.79,55.94,140080.75,4.99,35.58,WATER
16.99,23.21,51.31,21.45,54.22,147642.2,4.88,88.04,WATER
68.18,41.8,56.81,39.59,64.37,157285.8,5.53,14.04,EXCESS_WATER
24.16,25.13,25.08,23.97,29.9,25515.88,0.84,16.91,NOT_ABLE_TO_WATER
69.45,36.12,85.92,34.49,89.88,0.0,0.0,90.55,NOT_ABLE_TO_WATER
35.19,8.58,75.7,7.29,59.88,24613.66,0.43,28.15,NOT_ABLE_TO_WATER
53.13,36.07,45.01,33.08,42.28,0.0,0.0,89.89,NOT_ABLE_TO_WATER
20.58,15.23,53.18,12.16,57.47,0.0,0.0,71.53,NOT_ABLE_TO_WATER
91.13,17.48,30.82,15.23,29.33,2059.05,0.0,39.78,EXCESS_WATER
66.01,16.88,43.94,16.45,44.89,0.0,0.0,63.82,OK
20.1,13.04,25.16,11.24,18.49,0.0,0.0,28.59,NOT_ABLE_TO_WATER
71.92,15.56,89.75,15.54,94.82,157285.8,5.7,76.68,OK
65.53,42.4,23.48,39.11,33.39,0.0,0.0,67.02,HYDRIC_STRESS_ALERT
9.62,34.33,28.23,33.33,19.97,0.0,0.0,11.42,NOT_ABLE_TO_WATER
71.71,13.08,89.3,11.39,82.44,0.0,0.0,68.51,LOW_TEMP_ALERT
27.25,6.84,94.03,7.11,95.08,157285.8,6.22,71.89,WATER
8.86,43.34,38.04,40.45,52.56,157285.8,5.17,12.91,WATER
91.54,22.83,79.56,22.77,87.36,157285.8,5.19,87.56,OK
95.96,43.39,34.41,37.83,41.57,157285.8,5.88,31.93,EXCESS_WATER
28.58,10.83,90.95,11.98,100.0,12673.32,0.69,15.92,NOT_ABLE_TO_WATER
87.18,22.81,33.41,19.8,41.4,43732.67,1.43,86.14,OK
4.83,5.13,93.82,4.07,94.56,0.0,0.0,82.19,NOT_ABLE_TO_WATER
62.33,6.74,42.37,4.19,50.24,24403.38,0.93,22.15,EXCESS_WATER
78.34,8.55,30.44,6.23,24.17,66253.77,2.87,22.22,EXCESS_WATER
32.87,24.59,81.12,23.83,70.41,119020.66,3.97,25.52,WATER
36.3,35.88,44.59,34.71,55.87,42137.07,1.72,86.72,NOT_ABLE_TO_WATER
60.14,12.41,17.74,12.19,16.89,46071.67,1.97,42.2,EXCESS_WATER
43.22,7.84,66.33,9.37,69.36,0.0,0.0,42.88,LOW_TEMP_ALERT
46.67,22.69,87.86,17.61,93.63,41438.52,1.84,52.76,OK
88.53,44.37,24.41,40.34,35.37,73356.95,3.01,80.74,HYDRIC_STRESS_ALERT
83.64,9.3,88.06,9.89,88.82,6943.06,0.15,34.32,FUNGI_ALERT_EXCESS_WATER
56.89,38.6,47.02,36.04,57.45,91559.67,3.7,54.29,VENTILATE
43.11,38.63,75.78,35.33,89.48,0.0,0.0,48.72,OK
15.44,18.12,18.77,14.64,16.38,157285.8,4.83,28.47,WATER
36.59,34.13,18.28,32.1,21.7,36174.39,1.82,35.3,NOT_ABLE_TO_WATER
73.01,39.99,83.38,37.29,93.33,9737.43,0.06,71.68,NOT_ABLE_TO_VENTILATE
82.23,12.37,83.39,12.23,90.24,157285.8,5.74,80.14,LOW_TEMP_ALERT
64.36,14.28,62.96,12.74,77.23,80080.94,2.87,87.96,WATER
71.41,5.32,62.29,1.79,58.71,0.0,0.0,93.81,NOT_ABLE_TO_WATER
27.39,29.07,59.98,26.44,64.07,157285.8,6.21,27.6,WATER
87.69,22.6,72.95,20.04,73.03,157285.8,0.15,82.04,OK
17.17,10.79,51.39,5.48,65.98,157285.8,4.18,21.04,WATER
72.26,19.73,33.32,17.2,38.22,20275.79,1.7,74.09,OK
91.87,35.38,32.76,34.57,36.02,0.0,0.0,9.72,FUNGI_ALERT_EXCESS_WATER
80.65,28.94,64.55,29.13,62.45,0.0,0.0,74.58,OK
14.34,13.16,77.88,9.28,83.17,30126.57,0.74,22.32,NOT_ABLE_TO_WATER
22.1,7.86,39.02,5.94,38.86,157285.8,5.07,31.94,WATER
29.87,23.38,61.91,20.6,69.09,142484.38,3.92,29.31,WATER
33.63,39.21,93.1,36.53,84.01,4156.6,0.06,38.7,NOT_ABLE_TO_WATER
35.94,7.84,69.92,8.2,78.38,0.0,0.0,32.53,NOT_ABLE_TO_WATER
64.83,33.01,61.1,33.08,56.02,157285.8,0.04,36.15,EXCESS_WATER
93.29,34.85,78.27,34.7,97.11,157285.8,4.85,93.39,OK
35.81,40.38,75.21,41.22,85.46,19767.19,0.73,28.12,NOT_ABLE_TO_WATER
70.16,32.92,76.09,32.08,68.4,157285.8,5.77,48.89,FUNGI_ALERT_EXCESS_WATER
26.41,43.91,75.34,44.78,73.63,49497.45,1.51,55.15,NOT_ABLE_TO_WATER
85.97,39.79,66.43,35.92,69.34,0.0,0.0,27.25,FUNGI_ALERT_EXCESS_WATER
84.15,43.01,18.85,43.16,29.23,0.0,0.0,88.9,HYDRIC_STRESS_ALERT
80.99,27.33,52.91,23.86,52.56,157285.8,4.8,84.15,OK
60.1,33.45,92.74,30.21,95.54,157285.8,5.23,58.96,OK
55.77,5.09,80.06,3.29,78.59,0.0,0.0,92.83,NOT_ABLE_TO_WATER
50.7,nan,35.41,37.64,37.38,157285.8,0.06,40.18,INSUFFICIENT_DATA
96.08,31.24,71.61,27.79,73.28,157285.8,5.4,92.79,OK
70.29,9.93,77.27,10.35,87.27,0.0,0.0,66.09,LOW_TEMP_ALERT
46.8,12.0,30.02,10.01,35.4,157285.8,4.87,46.14,LOW_TEMP_ALERT
32.93,44.91,20.0,41.54,25.72,0.0,0.0,39.52,NOT_ABLE_TO_WATER
8.27,8.57,51.19,7.57,42.68,157285.8,5.19,66.97,WATER
63.23,26.63,63.28,24.41,67.78,0.0,0.0,80.52,NOT_ABLE_TO_WATER
40.79,44.86,46.49,44.95,51.51,9630.63,0.45,40.15,NOT_ABLE_TO_VENTILATE
0.73,5.39,93.71,5.49,89.08,157285.8,5.69,57.47,WATER
16.85,5.6,21.75,4.49,35.11,0.0,0.0,14.53,NOT_ABLE_TO_WATER
81.93,15.9,36.13,14.1,53.18,0.0,0.0,77.65,LOW_TEMP_ALERT
82.45,22.08,22.78,21.78,21.07,0.0,0.0,75.84,OK
91.51,20.47,74.49,20.02,76.2,157285.8,5.35,93.75,OK
nan,18.59,48.32,19.95,40.05,0.0,0.0,53.85,INSUFFICIENT_DATA
35.3,20.09,30.66,21.63,51.92,0.0,0.0,62.93,NOT_ABLE_TO_WATER
83.07,15.48,26.57,18.58,22.91,0.0,0.0,85.7,OK
68.76,8.29,49.75,2.95,48.67,0.0,0.0,93.82,NOT_ABLE_TO_WATER
41.0,36.92,74.14,33.74,69.95,2901.73,0.0,34.88,LOW_LIGHT
61.98,32.3,52.37,33.62,59.78,157285.8,5.3,32.41,EXCESS_WATER
27.84,24.2,31.43,22.95,58.67,157285.8,4.6,30.71,WATER
30.12,27.53,57.29,24.29,70.67,157285.8,6.33,86.9,WATER
65.58,29.08,70.75,26.51,83.88,157285.8,5.12,55.88,OK
20.9,39.84,72.68,38.09,56.29,0.0,0.0,18.86,NOT_ABLE_TO_WATER
84.33,20.44,66.84,20.56,61.78,157285.8,5.04,81.68,OK
24.92,8.12,75.37,6.18,77.83,157285.8,5.51,20.08,WATER
40.88,27.43,67.1,26.57,75.25,155042.96,4.91,23.5,EXCESS_WATER
50.46,39.04,67.83,37.47,73.48,29508.44,0.45,58.81,NOT_ABLE_TO_VENTILATE
98.93,15.5,41.85,14.73,47.29,0.0,0.0,24.57,FUNGI_ALERT_EXCESS_WATER
40.56,5.92,77.64,4.54,66.71,0.0,0.0,37.03,LOW_TEMP_ALERT
58.46,20.41,29.43,19.53,42.5,157285.8,5.26,61.69,OK
42.76,33.31,32.9,32.86,37.83,0.0,0.0,40.9,OK
94.38,17.26,48.93,17.42,65.18,24325.11,0.71,60.31,EXCESS_WATER
11.29,7.13,58.9,7.68,51.98,140405.47,4.77,10.51,WATER
61.8,37.79,52.28,36.01,63.6,157285.8,5.41,22.01,EXCESS_WATER
54.49,38.27,27.29,38.95,30.22,6762.19,0.35,58.48,NOT_ABLE_TO_VENTILATE
83.88,5.61,26.01,5.69,33.66,7006.86,0.0,78.21,LOW_TEMP_ALERT
14.0,20.63,33.66,19.87,40.2,4396.51,0.0,24.81,NOT_ABLE_TO_WATER
25.38,18.31,75.57,18.72,77.51,0.0,0.0,28.54,NOT_ABLE_TO_WATER
81.63,38.0,31.23,34.96,39.14,1923.16,0.09,87.13,LOW_LIGHT
93.54,8.26,16.87,9.63,20.31,0.0,0.0,90.84,LOW_TEMP_ALERT
15.03,36.05,16.4,35.04,5.51,157285.8,4.6,10.94,WATER
89.16,34.05,68.76,33.25,71.8,0.0,0.0,88.15,OK
19.46,27.04,51.29,27.8,58.97,157285.8,6.09,30.68,WATER
4.89,43.88,42.34,38.82,58.7,48021.1,1.64,89.36,NOT_ABLE_TO_WATER
51.44,5.46,78.44,3.16,70.04,0.0,0.0,21.35,FUNGI_ALERT_EXCESS_WATER
47.26,22.57,47.63,19.99,43.46,157285.8,5.09,59.61,OK
84.37,11.41,15.12,9.22,21.0,157285.8,5.92,39.68,EXCESS_WATER
60.58,19.09,20.05,16.28,37.25,0.0,0.0,77.99,NOT_ABLE_TO_WATER
20.99,16.73,23.81,14.39,17.7,0.0,0.0,83.64,NOT_ABLE_TO_WATER
62.99,24.25,21.32,23.47,42.69,157285.8,5.1,65.47,OK
94.58,18.42,29.94,11.85,37.16,157285.8,5.15,36.39,EXCESS_WATER
31.9,12.93,35.54,9.18,29.42,4150.19,0.18,27.83,NOT_ABLE_TO_WATER
21.3,44.75,70.05,42.95,62.1,0.0,0.0,21.11,NOT_ABLE_TO_WATER
89.26,17.45,87.19,17.63,100.0,157285.8,4.47,81.8,OK
62.79,8.81,51.75,6.23,65.44,0.0,0.0,64.71,LOW_TEMP_ALERT
52.62,17.94,45.59,15.14,49.09,3673.51,0.24,45.34,LOW_LIGHT
99.41,29.08,49.77,29.82,58.5,0.0,0.0,92.98,OK
45.35,30.13,65.18,30.65,63.39,157285.8,5.08,50.76,OK
41.67,39.84,35.43,37.39,36.53,0.0,0.0,39.42,NOT_ABLE_TO_VENTILATE
71.02,40.15,52.23,37.6,52.39,148815.71,5.18,70.76,VENTILATE
36.07,36.6,19.78,31.16,26.77,0.0,0.0,28.57,NOT_ABLE_TO_WATER
97.28,22.78,40.57,18.09,54.19,0.0,0.0,92.17,OK
63.17,23.06,72.72,22.54,81.27,157285.8,5.04,55.57,OK
10.11,26.94,85.41,26.87,87.12,2324.82,0.05,14.07,NOT_ABLE_TO_WATER
77.4,36.77,65.49,35.36,66.02,0.0,0.0,48.52,FUNGI_ALERT_EXCESS_WATER
15.69,40.65,28.62,36.93,34.65,30377.23,0.7,41.2,NOT_ABLE_TO_WATER
33.59,44.02,32.2,39.18,51.82,0.0,0.0,27.18,NOT_ABLE_TO_WATER
12.83,43.77,73.42,41.88,74.56,157285.8,5.23,43.54,WATER
37.1,18.77,65.94,16.53,75.21,157285.8,5.49,38.16,WATER
42.84,11.22,43.17,8.89,50.17,69933.2,2.06,83.84,WATER
32.84,27.08,35.32,25.35,34.3,6086.78,0.21,40.6,NOT_ABLE_TO_WATER
74.83,29.1,85.28,31.58,98.98,157285.8,5.13,75.8,OK
10.46,28.9,65.57,23.31,71.39,157285.8,5.85,44.46,WATER
90.84,13.34,31.37,17.64,39.01,0.0,0.0,20.26,FUNGI_ALERT_EXCESS_WATER
26.51,7.71,44.42,7.05,51.24,67566.47,2.91,23.67,WATER
77.31,22.5,39.99,22.23,49.7,0.0,0.0,85.7,OK
12.71,28.23,84.39,25.12,93.6,0.0,0.0,61.46,NOT_ABLE_TO_WATER
24.54,37.67,48.79,35.61,33.34,157285.8,4.99,80.2,WATER
67.65,22.45,53.3,20.46,69.56,142246.58,5.34,92.79,WATER
45.4,26.44,51.95,28.46,70.27,116862.09,5.08,58.77,OK
19.75,23.53,54.7,24.33,46.47,94482.2,2.9,22.06,WATER
29.29,39.88,71.9,36.91,72.39,156823.75,5.8,34.63,WATER
39.53,24.06,44.54,20.53,55.96,32539.14,0.14,52.51,NOT_ABLE_TO_WATER
62.35,9.07,48.89,9.01,52.5,29100.86,1.55,45.33,EXCESS_WATER
33.09,12.23,70.32,8.97,67.01,0.0,0.0,28.88,NOT_ABLE_TO_WATER
14.93,14.94,62.15,14.13,73.1,0.0,0.0,49.61,NOT_ABLE_TO_WATER
83.71,44.26,24.16,40.43,31.44,0.0,0.0,81.1,HYDRIC_STRESS_ALERT
79.72,10.27,93.69,10.14,92.17,28576.93,0.02,25.59,FUNGI_ALERT_EXCESS_WATER
56.32,13.35,75.67,12.35,88.41,0.0,0.0,56.85,LOW_TEMP_ALERT
100.0,13.34,69.83,12.94,60.73,0.0,0.0,95.1,LOW_TEMP_ALERT
10.04,7.21,38.74,0.5,38.8,0.0,0.0,16.88,NOT_ABLE_TO_WATER
25.56,7.3,47.41,6.43,46.88,157285.8,5.33,57.32,WATER
36.65,29.05,33.74,26.47,38.81,2104.21,0.0,28.25,NOT_ABLE_TO_WATER
75.72,18.99,65.21,17.33,81.07,5684.84,0.11,75.25,LOW_LIGHT
56.42,9.59,15.45,6.27,23.0,0.0,0.0,25.75,FUNGI_ALERT_EXCESS_WATER
36.2,27.01,24.29,22.62,25.91,0.0,0.0,66.78,NOT_ABLE_TO_WATER
42.22,14.46,46.89,9.36,39.83,70057.55,1.95,39.22,LOW_TEMP_ALERT
84.14,27.55,57.6,28.6,65.91,0.0,0.0,75.36,OK
76.38,43.13,23.1,40.19,35.11,0.0,0.0,27.39,FUNGI_ALERT_EXCESS_WATER
77.5,40.76,89.36,39.65,97.8,1730.8,0.21,78.69,NOT_ABLE_TO_VENTILATE
60.24,43.05,24.49,42.98,11.39,7441.83,0.03,66.35,HYDRIC_STRESS_ALERT
42.8,28.75,29.19,23.69,43.07,0.0,0.0,39.69,OK
92.06,20.62,61.36,18.11,58.88,157285.8,4.69,17.1,EXCESS_WATER
64.39,35.6,82.98,33.63,89.98,0.0,0.0,89.12,NOT_ABLE_TO_WATER
86.9,12.48,21.52,9.15,40.58,0.0,0.0,81.75,LOW_TEMP_ALERT
59.43,5.37,15.91,1.73,16.53,120495.28,4.1,30.58,EXCESS_WATER
60.68,5.85,57.81,6.68,69.36,157285.8,5.45,61.09,LOW_TEMP_ALERT
63.2,38.61,56.64,37.01,61.51,0.0,0.0,65.75,NOT_ABLE_TO_VENTILATE
13.29,5.92,21.74,6.37,15.82,157285.8,5.86,25.6,WATER
83.63,5.58,90.85,6.74,95.83,0.0,0.0,48.84,FUNGI_ALERT_EXCESS_WATER
86.49,34.52,17.0,31.83,12.99,0.0,0.0,93.94,OK
65.92,17.9,29.78,15.71,49.35,5806.01,0.49,70.53,LOW_LIGHT
84.78,38.94,76.99,38.38,82.22,157285.8,5.47,84.76,VENTILATE
20.18,35.02,26.8,35.65,31.55,9794.23,0.12,12.68,NOT_ABLE_TO_WATER
81.46,27.5,56.02,22.76,64.3,157285.8,4.76,68.77,OK
10.53,39.05,75.0,38.06,84.69,21781.32,0.84,43.11,NOT_ABLE_TO_WATER
81.89,32.27,31.53,29.1,46.16,0.0,0.0,88.22,OK
13.52,25.72,67.81,22.41,85.85,48611.89,0.97,87.85,NOT_ABLE_TO_WATER
76.88,43.92,74.14,43.3,73.69,157285.8,5.68,36.02,FUNGI_ALERT_EXCESS_WATER
77.76,22.31,54.24,22.9,42.89,157285.8,5.66,74.24,OK
49.42,40.36,70.29,41.31,94.72,121504.67,4.73,43.83,VENTILATE
86.27,10.09,81.7,9.09,77.19,50379.44,1.17,88.19,LOW_TEMP_ALERT
